OTUs,ES_001t,ES_007t,ES_010t,ES_014t,ES_017t,ES_019t,ES_024t,ES_043t,ES_046t,ES_048t,ES_069t,ES_080t,ES_088t,ES_089t,ES_095t,ES_099t,ES_104t,ES_106t,ES_107t,ES_108t,ES_110t,ES_114t,ES_116t,ES_132t,ES_137t,ES_147t,ES_158t,ES_207t,ES_208t,ES_209t,ES_210t,ES_211t
1027,3,10,11,22,8,21,59,13,6,2,10,15,24,7,22,63,550,61,153,14,884,36,17,18,31,5,273,33,334,227,15,37
1028,0,0,21,0,0,0,0,0,0,1,0,0,0,0,10,52,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1029,0,2,0,1,1,1,80,6,4,2,3,0,1,5,1,0,38,143,37,6,63,71,23,0,2,0,13,2,37,12,0,4
1030,0,66,1,19,3,10,190,22,39,0,12,12,6,0,0,0,15,59,37,42,23,150,228,6,59,205,13,8,35,18,11,3
1031,1,1,10,10,0,2,26,92,12,13,1,712,2,0,5,8,83,199,45,34,139,161,32,33,131,11,126,3,185,25,61,9
1032,0,1,24,22,5,68,17,16,0,0,2,18,1,6,9,20,369,845,193,13,226,1563,56,49,28,36,299,19,310,57,171,40
1033,7,72,4,12,267,157,268,30,125,29,7,152,41,7,6,58,4668,2880,1348,127,1589,4671,417,273,66,31,2088,105,1944,2892,586,1095
1034,88,0,0,0,0,0,12,20,3,0,0,85,0,1,1,0,1,5,4,0,14,11,1,241,3,11,10,2,11,4,7,1
1035,246,0,4,1,0,0,4,9,0,0,1,20,0,0,1,0,0,5,2,5,2,15,1,3,15,7,6,0,4,4,1,2
1036,151,0,1,0,0,0,2,28,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,14,5,0,0,0,0,4,0,0
1037,8386,0,1,10,0,0,36,329,8,0,5,363,0,0,5,0,3,23,3,2,5,30,2,1519,229,4138,8,2,5,5,228,4
1038,188,0,0,4,2,0,2,5,0,2,8,7,0,0,1,0,1,3,19,12,10,8,4,4,3,8,10,0,2,0,0,0
1039,8,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,3,0,2,0,0,0,0,5,0
1040,33,0,27,0,0,1,1,0,1,0,0,1,0,0,0,0,0,3,8,1,1,1,3,0,1,0,2,0,0,2,0,0
1041,5,2,365,0,0,0,24,23,0,2,2,27,0,0,3,4,10,17,31,37,30,16,7,0,13,0,35,0,14,7,9,0
1042,275,0,0,1,0,0,1,22,0,0,0,15,0,0,0,0,0,1,1,0,2,31,0,7,1,11,2,0,0,1,2,0
1043,5,0,0,2,1,0,1,21,0,0,0,35,0,0,0,0,0,2,0,0,3,1,0,6,15,23,9,2,1,0,0,0
1044,0,9,1,0,4,4,56,5,8,1,2,4,0,4,0,0,4,32,14,5,11,14,34,0,26,4,6,1,2,8,4,0
1045,0,1,7,1,5,0,16,2,1,1,0,17,6,1,4,10,106,55,15,7,62,8,10,0,4,1,261,2,259,23,30,14
1046,2,8,26,18,0,1,17,6,9,3,75,2,4,45,4,0,8,36,5,80,8,2,8,9,18,9,5,25,6,5,1,1
1047,0,0,2,2,1,2,2,1,0,0,0,1,0,0,0,0,64,227,16,2,49,1,0,2,1,0,7,1,2,53,71,73
1048,0,0,1,2,0,2,0,14,0,4,3,1,0,2,1,0,0,2,1,0,5,3,1,1,6,0,2,7,1,4,1,0
1049,0,2,10,0,0,9,1,30,0,0,2,1,5,4,0,0,0,4,1,4,0,1,15,2,1,3,1,8,1,1,3,0
1050,0,0,2,4,0,17,2,8,0,0,1,0,2,4,0,1,2,8,0,2,2,2,3,0,12,2,5,11,6,1,0,1
1051,0,0,2,0,2,0,9,17,0,2,1,18,1,1,2,0,6,29,8,8,24,9,10,4,12,2,39,0,21,4,8,1
1052,2,8418,70438,108940,147546,147298,882757,98840,83526,684288,27128,127897,10934,3358,52673,74687,204897,267936,85050,26374,286838,192719,162151,16284,54744,855,429501,5613,330478,110327,43825,22969
1053,0,0,1,0,0,0,2,0,0,0,0,1,1,0,0,2,1,11,17,0,0,2,1,1,0,0,0,0,1,4,0,1
1054,0,0,1,0,0,0,2,0,0,1,0,1,0,0,0,0,0,1,2,1,2,0,0,0,0,0,3,0,0,1,2,0
1055,3,0,1,1,9,2,4,1,2,2,0,1,0,0,0,5,1,4,2,2,3,0,5,2,0,1,0,0,0,2,1,0
1056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1057,0,0,0,2,0,0,8,0,1,0,0,1,0,0,0,1,0,4,3,0,4,2,0,0,0,1,2,0,2,1,0,0
1058,0,0,10,11,6,12,17,10,13,1,4,7,6,1,0,1,83,64,102,5,17,128,185,37,30,257,51,11,106,56,57,31
1059,0,2,1,3,17,21,7,4,8,1,0,3,0,1,0,1,78,263,60,1,61,160,275,0,4,1,89,4,48,87,31,40
1060,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,2,7,1,4,0,2,0,0,1,2,0,1,1,1,0
1061,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,3,1,3,1,2,1,0,0,2,1,2,0,0,0
1062,3,42,3,14,4,31,157,35,29,4,2,40,3,16,2,0,23,46,38,13,21,57,42,6,55,13,22,2,34,31,24,3
1063,2,10,0,25,22,3,43,26,13,0,2,8,2,1,2,0,11,14,12,3,15,15,16,4,14,6,3,3,23,6,6,0
1064,0,0,1,0,0,0,5,2,0,0,0,1,0,1,0,0,1,0,0,2,0,3,1,2,1,0,0,1,0,5,0,0
1065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1066,0,0,0,1,2,0,6,0,0,0,1,2,0,0,0,1,6,0,2,6,15,2,1,0,0,0,20,2,23,2,2,2
1067,0,0,1,1,0,1,2,0,0,0,2,5,1,1,0,2,15,8,3,5,10,0,6,0,3,0,39,2,46,8,12,2
1068,0,1,0,1,1,1,3,0,1,0,2,4,1,1,0,2,16,8,4,8,16,2,1,0,4,0,58,2,69,1,3,9
1069,0,0,0,0,1,0,5,0,0,0,1,1,1,0,1,2,12,10,0,3,5,0,0,0,0,1,44,4,82,1,3,2
1070,0,0,0,0,0,0,0,3,1,0,0,2,0,0,0,0,1,1,2,1,1,3,0,1,3,0,4,0,3,0,0,0
1071,0,1,0,0,0,0,3,2,0,0,0,4,0,0,0,0,0,4,1,0,8,1,2,0,1,0,2,0,3,1,2,0
1072,0,0,0,0,0,0,3,18,0,0,0,10,0,0,0,0,0,3,1,3,3,0,0,0,3,0,10,0,3,2,13,0
1073,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,2,0,0,0
1074,1259,1267,1181,1321,851,497,757,1157,540,711,296,816,212,286,470,147,401,397,455,1302,503,304,413,433,491,349,388,278,641,713,375,685
1075,1171,1247,894,1118,724,515,621,837,470,621,286,547,210,241,433,194,415,226,305,1018,333,229,259,392,351,275,213,212,473,528,349,526
1076,0,0,0,0,0,0,4,6,2,0,0,4,0,0,0,0,3,0,2,1,0,2,1,1,0,0,3,0,4,3,0,0
1077,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,2,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0
1078,0,1,1,0,0,1,217,6,4,3,0,1,472,43,7,298,2558,82,7,0,3772,20,2,0,0,0,2157,26,1919,3,2,76
1079,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0
1080,0,1,71,1,0,2,13,15,0,1,3,55,0,1,0,0,152,40,7,16,37,26,5,2,12,1,43,0,29,4,20,0
1081,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,3,0,3,0,0,0,1,1,0,0
1082,0,0,0,0,1,4,6,0,2,3,2,13,2,0,6,2,90,62,11,2,206,7,12,0,1,0,187,3,64,26,25,5
1083,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1084,0,4,0,0,0,0,3,0,0,0,0,54,1,1,1,1,4,13,15,6,6,12,0,0,4,2,7,0,8,0,4,0
1085,0,0,22,2,0,1,6,1,3,0,0,9,0,0,1,0,11,30,4,1,0,4,3,4,2,0,26,0,4,2,8,0
1086,0,0,11,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,3,0,0,0,1,0,1,0,1,0,0,0
1087,69,94,86,100,39,28,58,181,73,17,129,63,37,128,73,31,36,158,19,150,30,50,50,26,71,11,358,302,64,172,46,29
1088,0,0,0,0,2,2,1,1,2,2,0,18,0,0,0,0,27,19,16,0,29,3,1,1,0,5,13,0,9,0,2,8
1089,0,0,0,1,2,0,3,0,2,0,0,0,3,0,0,7,3,1,63,3,4,15,1,0,0,0,2,0,1,0,0,1
1090,0,1,1,0,1,1,1,5,0,0,0,0,0,0,0,0,1,4,54,1,11,0,0,0,1,0,1,0,7,23,2,8
1091,0,4,498,182,142,69,407,31,109,34,2,402,609,683,534,5539,11502,2620,391,67,9144,330,469,10,57,6,13246,4138,11783,789,469,709
1092,0,2,3,5,439,167,1328,12,16,8,8,207,1,0,11,1,47,84,17,6,10,30,66,0,0,5,34,3,30,11,16,6
1093,27,0,3,93,0,2,25,50,5,8,0,2,1,0,0,0,18,2,6,39,8575,8,4,0,7,2,2,7,1,16,7,0
1094,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,2,4,0,0
1095,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,0,0,1,0,0,0,0,0,0,1
1096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1097,0,3,0,0,2,0,5,1,1,0,0,0,0,0,0,0,0,2,2,1,1,3,0,0,0,0,1,0,0,3,1,0
1098,520,4,1011,0,0,0,85,19,2,0,0,0,0,0,1,0,4,2,2,0,0,30,0,9,20,0,8,0,10,2,1,1
1099,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,2,0,0,0,0,1,0,0,0,4,0
1100,3,1,10,1,0,2,10,135,1,35,0,1488,0,0,0,0,1,3,33,5,9,21,0,3,2,0,5,0,16,0,54,0
1101,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1102,0,0,1,4,2,1,7,1,1,0,0,16,0,0,3,2,5,82,5,6,41,0,4,4,7,0,2,2,5,9,1,0
1103,1,4,5,2,12,8,15,48,3,9,5,127,1,0,3,1,15,33,114,9,29,86,544,4,14,8,75,0,38,7,20,1
1104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1105,0,0,0,1,0,0,1,0,0,0,5,0,0,0,0,0,0,1,0,5,0,0,1,0,0,0,0,1,0,0,0,0
1106,0,15,316,23,96,77,1700,39,26,7,1,41,730,143,407,2424,6487,565,6298,11,17073,34,63,18,6,9,8629,330,7835,631,44,475
1107,1,1742,81,19,844,163,15919,39,141,28,9,387,2359,136,133,4420,4882,827,495,63,22278,41,36,219,193,12,12130,3528,6880,220,20,441
1108,0,33,1831,35,111,101,3638,277,55,232,4,860,6103,539,1889,22687,68619,4905,605,67,117166,500,655,31,70,20,85374,214,52490,624,78,4222
1109,1,20,190,4,45,58,294,90,27,6,1,726,410,27,49,3744,3426,980,157,23,7792,521,95,12,14,6,8926,207,9196,328,149,413
1110,8,61,699,128,55,126,542921,68,1601,25,9,110,4153,711,1751,12410,8907,23072,3737,38,44650,333,1000,58,13,5,25658,4998,33406,318,69,942
1111,1,3,64,13,12,16,429,23,6,19,1,23,834,24,89,1783,6032,893,296,0,16549,13,12,7,0,3,4624,218,4956,84,166,293
1112,2,436,63818,909,2851,285,9247,4749,178,4608,31,3186,182895,76237,65568,948401,2651072,98717,6046,83,2948305,32488,12247,280,29,69,1903988,13634,2707065,28969,377,82758
1113,9,1876,7955,1836,9203,10634,87202,14269,23601,1231,928,307,5211,731,3966,2596,7400,26523,20383,995,51489,4229,9710,755,3008,583,20028,3547,29407,3709,2594,2706
1114,0,5,0,0,0,0,2,1,0,0,1,1,0,1,0,0,0,0,0,2,0,0,3,2,0,1,0,0,1,7,0,0
1115,0,0,3,0,0,0,5,20,0,2,0,84,0,0,3,0,4,7,0,0,5,27,2,1,13,0,32,0,4,0,8,0
1116,2,1,9,1,1,1,8,1,0,0,1,0,0,0,0,3,6,13,3,1,8,4,4,0,3,0,4,0,1,2,2,1
1117,52,425,62,100,8,52,33,6,23,149,1,243,0,1,0,1,26,49,66,84,43,401,158,0,484,416,3,0,3,18,5,1
1118,13,122,653,2223,372,249,36737,151,181,77,18,151,7198,2589,3498,31041,43974,34115,39599,60,109256,2837,437,303,21,5,38875,28232,27265,130,39,1144
1119,0,0,5,0,0,0,1,8,0,0,0,3,0,0,0,0,8,1,0,0,38,1,1,1,2,0,7,0,1,0,0,0
1120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1121,2,0,0,2,0,0,1,1,0,0,0,0,1,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1122,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1123,0,0,0,15,3,0,3,4,0,0,0,13,0,0,0,0,3,4,2,2,10,1,4,0,1,0,35,2,108,0,1,0
1124,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1125,0,53,2,15,2,20,80,46,15,0,4,32,10,4,0,5,19,90,179,20,56,203,65,2,1069,365,24,1,9,44,14,0
1126,0,7,0,3,5,4,9,1,10,0,0,13,1,0,1,2,75,7,404,0,193,909,12,0,14,0,27,1,5,50,51,15
1127,2,22,3,67,2,99,75,15,24,44,0,116,0,0,0,1,62,102,645,29,5910,1077,409,3,39,49,149,1,47,448,54,46
1128,3,0,1,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1129,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0
1130,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1131,1,0,0,0,0,0,0,0,1,0,0,2,1,3,3,0,1,0,0,2,0,4,0,0,0,0,2,0,0,0,0,0
1132,6,0,0,1,0,0,2,1,0,1,10,1,2,2,2,0,0,2,0,55,0,0,2,5,0,7,3,0,0,2,0,4
1133,0,0,0,0,0,0,1,0,0,1,4,0,0,0,2,0,0,1,1,4,0,0,0,0,0,1,3,0,6,2,0,0
1134,0,0,0,0,0,3,0,2,0,1,0,0,2,0,0,1,0,0,3,0,3,0,5,0,0,32,26,0,0,0,4,0
1135,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,20,2,6,0,2,3,6,0,0,0,0,0,0,1,2,0
1136,0,0,1,0,0,0,4,21,0,0,1,10,1,0,1,2,13,40,1,0,18,4,2,0,10,1,23,0,10,2,6,0
1137,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,3,3,0,4,0,1,0,0,0,2,0,0,0,0,0
1138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1139,177,153,24,1495,468,527,1183,3936,277,212,70,18935,123,341,115,108,5594,12778,93159,362,43720,33704,29674,1906,3082,4483,15529,258,11776,48390,10024,1237
1140,886,7910,506,76903,29811,31961,35404,64661,13184,1485,1605,236729,4860,28042,35034,6957,155288,1251628,2179321,34484,2185628,1691157,2304020,142181,143811,86791,1728729,12140,1238384,734370,988133,36171
1141,2128,1643,0,1422,28990,580,10835,674,88,3608,18,58,9079,258,932,2546,582,897,20194,3946,20804,1180,728,3038,401,5190,2700,670,3691,33774,8049,19223
1142,2,1753,7,121,315,1442,992,70,421,166,33,190,434,10,78,1634,65794,1159,3435,112,22624,722,1493,132,51,5,37689,690,23843,705,1211,1997
1143,3,2759,427,275,653,3058,7214,50,3797,111,361,210,366,13,403,1965,29686,3831,1741,343,10556,358,465,90,179,23,146309,1284,44662,399,579,20270
1144,2236,836,10,1671,484,6409,13269,389,982,411,311,2521,542,3000,37,379,121,1301,6570,634,2309,2452,3096,2044,2467,5537,798,21,83,3771,3526,988
1145,2,11,5,33,6,10,21,68,7,13,4,18,1,2,2,12,60,70,378,14,203,841,64,2,33,34,42,5,117,372,107,23
1146,238,800,511,1395,208,622,766,2538,575,142,691,281,474,2171,392,133,393,696,164,633,154,1565,376,251,484,69,1348,5551,905,517,1088,229
1147,49,6139,8329,7319,6871,3339,159622,88853,5127,7378,5013,211990,21995,9485,11650,56275,8025,352735,12570,42270,463363,57293,5147,7999,112369,9845,516204,3692,640267,15070,6673,7196
1148,3,10,44,239,4,18,60,32,11,2,377,4,11,4,9,1,8,40,21,358,10,28,61,183,37,297,7,3,10,6,5,6
1149,24,52,58,57,10,44,173,603,24,10,31,66,15,34,7,4,27,63,37,47,29,32,57,14,62,13,36,46,30,44,17,10
1150,2,25,7,11,3,4,14,53,4,2,11,22,8,19,0,3,13,21,12,25,16,88,5,25,12,5,72,49,35,8,2,5
1151,1,14,6,37,6,11,8,51,8,16,20,6,6,17,6,5,25,44,16,34,4,14,10,2,12,8,33,163,48,63,25,47
1152,4270,132,6,25,2860,193,7190,1946,1997,194,61,152,1725,159,112,1920,1124,11469,5216,522,4725,304,561,1676,769,98,1909,98,441,11909,872,4713
1153,140,760,0,75,632,1075,820,59,114,29,31,330,77,20,351,298,6547,94847,656,127,3058,467,4966,166,192,28,3998,131,570,84122,397,6958
1154,342,799,0,214,490,2426,11731,1562,2976,32,812,351,175,51,7,103,174,1324,680,868,365,302,350,347,611,3368,572,47,108,27796,653,196
1155,0,13,0,11,80,20,177,35,19,14,3,198,3,6,8,27,213,1366,73,451,292,339,249,31,57,129,569,31,1319,414,73,230
1156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1160,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
1161,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,19,10,0,21,7,24,1,1,0,2,0,5,1,11,2
1162,0,0,0,2,1,1,0,2,0,0,0,3,0,0,0,0,2,5,12,1,8,9,13,0,3,0,3,1,0,4,3,0
1163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1164,54,600,396,678,774,459,615,363,273,291,180,120,435,435,339,468,84,72,105,642,141,132,123,50,204,162,16,249,166,234,240,282
1165,0,0,0,1,0,0,1,1,1,0,6,0,0,3,0,0,3,3,0,3,2,3,3,1,2,2,4,1,0,0,1,0
1166,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,11,0,0,0,0,0,1,3,0,0,0,0
1168,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,1,0,0,4,1,0,0,0,0,1,0,0,0,1,0
1169,287,261,160,192,337,301,315,224,178,107,52,92,187,86,118,195,28,21,37,167,70,34,33,98,92,106,46,60,35,131,70,68
1170,928,0,0,12,1,1,26,7,5,1,0,63,0,0,1,1,0,6,8,1,11,9056,6,28,1,1,4,0,3,3,0,2
1171,0,2,0,1,0,0,21,2,2,0,3,3,0,0,1,3,5,12,12,5,14,2,2,0,3,2,9,2,2,0,0,1
1172,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1173,2,22,2,18,4,10,12,31,3,6,179,10,3,17,2,0,14,31,33,134,20,27,12,11,3,14,21,15,3,14,9,2
1174,0,8,7,1,2,2,4,8,2,2,18,3,3,5,3,1,8,5,3,18,14,2,1,7,3,12,11,11,5,5,3,4
1175,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0
1176,0,0,1,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0
1177,1,3,0,2,1,0,1,9,0,36,0,0,0,0,0,1,0,2,0,1,6,1,0,1,0,0,4,9,3,3,0,1
1178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1179,1,2,4,4,0,5,4,10,2,2,2,14,0,1,0,13,71,127,34,8,78,125,18,4,9,23,59,5,156,55,23,21
1180,1,4,1,3,1,2,21,5,3,1,1,1,0,1,0,0,0,7,26,0,16,14,11,0,9,0,2,0,3,4,2,0
1181,0,0,1,1,0,0,2,0,0,0,36,1,2,1,0,0,3,3,2,54,6,3,2,5,3,3,6,0,0,0,0,1
1182,2,0,4,1,2,1,5,0,0,3,8,0,1,0,0,0,21,11,6,18,31,5,1,0,0,2,36,1,51,7,2,0
1183,0,1,1,0,4,1,2,0,0,0,6,3,0,1,0,0,5,4,2,11,2,3,2,1,2,3,15,1,12,3,11,2
1184,0,0,0,0,0,0,0,0,0,0,0,0,57,1,0,0,0,0,1,0,0,0,0,0,0,0,0,151,0,0,0,0
1185,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1187,1,0,0,0,0,0,1,0,2,0,0,3,0,0,0,0,1,1,5,1,1,0,2,0,1,0,1,0,1,2,1,0
1188,16917,5229,9,4726,1964,21309,28612,22758,2774,559,10306,17675,1814,772,1029,1090,13575,13624,167478,4052,121325,46878,60607,13872,7364,25197,26169,515,5284,94591,32441,5981
1189,251,411294,873,15028,82475,135412,894293,9851,23265,1491,35430,4253,3024,1295,744,6155,1173,17543,5787,25841,5554,2381,1393,15864,10863,42491,1759,862,9730,37073,22010,1091
1190,6,4876,5742,9166,38029,36003,195639,19740,10775,29575,2120,14843,1948,755,5326,4070,14491,64219,14364,4035,52981,20655,26599,2766,13358,1056,88199,874,69497,8476,20001,3313
1191,2,5,3,7,4,3,9,10,0,0,10,2,4,8,2,0,3,5,3,6,7,8,5,2,3,1,20,6,1,3,0,3
1192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1194,33,0,0,1,4,1,2,12,1,1,0,8,0,0,0,0,1,5,132,4,22,15,37,0,11,0,5,0,3,36,2,0
1195,6,38,0,81,62,92,195,3938,129,8,110,8,8,21,3,102,100,8,584,8,2468,25,2544,54,7,357,530,29,143,736,19,92
1196,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0
1197,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,3,1,4,0,0,1,3,0,0,2,1,0
1198,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0
1199,1,0,0,2,0,0,11,2,2,1,2,0,2,9,0,0,3,4,3,20,9,15,3,0,4,2,0,0,9,1,2,7
1200,0,1,0,0,1,3,5,33,2,0,4,73,2,0,137,2,12,39,5,7,719,33,11,3,19,0,50,1,31,280,15,1
1201,0,0,11,3,2,1,36,82,2,4,4,107,0,1,6,4,10,42,14,17,69,41,9,8,27,1,61,1,68,12,35,1
1202,0,0,8,4,4,5,57,80,10,4,2,131,3,0,4,1,51,102,23,31,128,46,19,9,40,2,324,1,84,13,45,1
1203,0,1,1,4,2,2,797,33,1,0,3,219,2,0,2,3,12,73,23,19,117,38,62,0,33,2,85,2,88,23,21,2
1204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,0,0,0,1,0,1,0,2,0
1205,36,0,0,0,0,5,15,2,0,3,0,26,1,2,0,1,0,6,20,2,39,5,39,3,16,1,2,0,0,4,2,0
1206,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,1,4,1,1,0,1,0,0,0,0,0,0,0,2,1
1207,3741,0,8,4,3,3,9,64,0,0,2,222,0,0,0,0,6,2,3,1,2,0,1,20,93,2,3,0,3,16,10,0
1208,9,26,61,135,119,140,672,650,106,3377,23,4821,36,27,95,99,635,1668,604,362,1085,1144,771,384,967,186,2125,18,1365,163,476,88
1209,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
1210,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1211,0,0,0,3,0,1,3,0,1,0,1,6,2,0,2,2,8,3,1,0,3,0,5,0,0,0,21,0,39,1,7,0
1212,0,1,0,1,1,0,3,2,0,0,1,0,0,1,0,1,5,11,4,3,12,9,8,0,6,1,5,2,2,5,0,0
1213,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,2,5,2,0,1,1,0,0,0,1,1,0,0,0,0,1
1214,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,1,0,0,1,0,0,1,1,1,1,0,7,0,0,0
1215,0,0,0,0,5,2,3,2,0,0,0,0,0,0,0,0,0,0,3,0,13,0,0,0,0,0,0,0,1,1,0,1
1216,200,325,373,334,82,116,213,578,79,99,426,413,136,407,222,94,173,361,113,248,48,178,155,76,168,29,1317,596,254,230,101,126
1217,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1218,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1220,0,4532,5,3689,1,12,13,17,827,1,7,0,8,12,3,1747,19,28,710,25,568,34,13,1261,0,21,68,2,7,5,1,3
1221,0,4,1,2,2,0,24,2,3,3,1,6,2,0,0,3,18,23,30,10,7,25,13,4,10,8,10,0,2,3,2,0
1222,0,1,0,0,0,2,10,1,2,0,3,1,1,0,0,1,8,4,8,1,10,11,7,0,1,0,1,0,1,11,7,0
1223,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,1,51,3,0,0,3,0,1,1,0,6,0,0,0
1224,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,0,0,0,0,0,0,1,1,0,0
